day,site,new_customer,platform,visits,distinct_sessions,orders,gross_sales,bounces,add_to_cart,product_page_views,search_page_views
2/11/13 0:00,Sortly,0,WindowsPhone,0,0,0,,0,0,0,0
2/11/13 0:00,Sortly,1,Unknown,35,28,17,1977,5,22,82,109
2/11/13 0:00,Sortly,,Unknown,3761,3183,0,,2315,136,4850,7305
2/11/13 0:00,Pinnacle,1,Android,0,0,0,36,0,0,0,0
2/11/13 0:00,Pinnacle,,Android,66,51,0,,39,1,69,90
2/11/13 0:00,Pinnacle,0,Linux,1,0,0,,0,0,2,2
2/11/13 0:00,Pinnacle,0,Android,2,1,0,73,0,1,3,8
2/11/13 0:00,Acme,,MacOSX,24414,17513,0,,11633,1153,42657,97885
2/11/13 0:00,Acme,0,WindowsPhone,10,7,1,48,2,2,18,54
2/11/13 0:00,Botly,1,Android,10,9,10,1148,0,10,4,6
2/11/13 0:00,Acme,1,iOS,181,113,101,11656,26,117,714,1056
2/11/13 0:00,Acme,,WindowsPhone,119,103,0,,60,3,115,276
2/11/13 0:00,Sortly,0,Windows,1,0,0,8,0,0,0,0
2/11/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
2/11/13 0:00,Sortly,1,Android,17,12,3,347,6,8,23,37
2/11/13 0:00,Pinnacle,,iOS,446,371,0,,229,10,540,691
2/11/13 0:00,Sortly,0,Android,90,70,5,602,26,19,96,151
2/12/13 0:00,Acme,1,WindowsPhone,1,0,0,26,0,1,2,3
2/12/13 0:00,Sortly,0,Unknown,177,148,32,4150,47,65,501,571
2/12/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,0
2/12/13 0:00,Tabular,0,iOS,127,121,127,21396,0,127,1351,1177
2/12/13 0:00,Pinnacle,,BlackBerry,4,3,0,,2,0,4,6
2/12/13 0:00,Acme,1,ChromeOS,1,0,1,48,0,1,2,5
2/12/13 0:00,Acme,0,Windows,10846,7450,1846,263547,1680,3171,37511,76813
2/12/13 0:00,Tabular,1,iOS,10,9,10,1549,0,10,115,99
2/12/13 0:00,Pinnacle,,Unknown,80,37,0,,46,0,31,145
2/12/13 0:00,Acme,0,Android,278,205,26,3264,59,63,673,1409
2/12/13 0:00,Acme,1,Android,23,17,15,1416,3,17,87,174
2/12/13 0:00,Acme,1,MacOSX,325,181,178,21378,56,200,1202,2201
2/12/13 0:00,Tabular,,iOS,2127,1783,0,,243,269,12298,13257
2/12/13 0:00,Acme,,iOS,16690,14120,0,,6017,682,24810,46508
2/12/13 0:00,Botly,,Android,911,739,0,,393,78,682,1679
2/12/13 0:00,Pinnacle,0,Windows,54,46,6,1700,11,13,113,218
2/12/13 0:00,Acme,0,iOS,2553,1869,391,59629,482,714,7804,12558
2/12/13 0:00,Acme,,Windows,54042,43121,0,,22776,2249,97000,229867
2/12/13 0:00,Acme,,Unknown,1019,458,0,,720,2,344,1531
2/12/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
2/12/13 0:00,Pinnacle,,Android,63,51,0,,39,1,63,74
2/12/13 0:00,Pinnacle,0,WindowsPhone,0,0,0,,0,0,2,5
2/12/13 0:00,Sortly,1,Windows,0,0,0,7,0,0,0,0
2/12/13 0:00,Sortly,,Unknown,3364,2854,0,,2061,116,4314,6506
2/12/13 0:00,Sortly,0,Linux,0,0,0,9,0,0,0,1
2/12/13 0:00,Sortly,,Windows,1,0,0,,0,0,1,2
2/12/13 0:00,Pinnacle,,MacOSX,467,348,0,,258,13,532,749
2/12/13 0:00,Pinnacle,,iOS,416,349,0,,213,10,477,605
2/12/13 0:00,Sortly,,Android,429,333,0,,215,19,672,1140
2/12/13 0:00,Widgetry,0,iOS,151,143,151,20358,0,151,4044,3124
2/12/13 0:00,Acme,0,MacOSX,6811,4408,977,160286,2056,1594,20997,41211
2/12/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,1,0
2/12/13 0:00,Botly,0,Android,28,26,28,3263,0,28,1,4
2/12/13 0:00,Acme,1,iOS,159,96,88,10486,23,103,621,895
2/12/13 0:00,Pinnacle,0,MacOSX,46,36,6,2381,13,12,116,216
2/12/13 0:00,Sortly,,MacOSX,1,0,0,,1,0,1,2
2/12/13 0:00,Acme,0,Unknown,10,7,1,295,2,2,60,45
2/12/13 0:00,Sortly,0,Android,93,67,5,542,26,16,106,154
2/12/13 0:00,Sortly,1,Unknown,29,23,13,1468,5,17,76,115
2/12/13 0:00,Acme,,BlackBerry,130,106,0,,62,3,150,288
2/12/13 0:00,Pinnacle,1,Android,0,0,0,,0,0,1,2
2/12/13 0:00,Sortly,1,iOS,39,27,10,1060,12,15,41,44
2/12/13 0:00,Sortly,0,MacOSX,1,0,0,17,0,1,8,8
2/12/13 0:00,Widgetry,1,iOS,18,17,18,2039,0,18,399,393
2/12/13 0:00,Acme,0,ChromeOS,17,11,3,307,3,5,65,137
2/12/13 0:00,Pinnacle,,,1,0,0,,1,0,0,0
2/12/13 0:00,Pinnacle,0,iOS,23,20,2,490,6,6,49,71
2/12/13 0:00,Acme,0,Linux,73,50,9,1134,13,17,235,454
2/12/13 0:00,Pinnacle,1,MacOSX,4,2,2,378,1,2,10,19
2/12/13 0:00,Sortly,1,Android,15,10,3,203,5,5,27,36
2/12/13 0:00,Botly,1,Android,9,9,9,1048,0,9,2,4
2/12/13 0:00,Widgetry,,iOS,3931,2969,0,,107,369,48779,59670
2/12/13 0:00,Acme,,WindowsPhone,96,84,0,,46,1,122,296
2/12/13 0:00,Pinnacle,,Linux,16,15,0,,9,0,23,22
2/12/13 0:00,Sortly,0,Windows,1,1,0,4,0,0,1,3
2/12/13 0:00,Acme,1,Windows,916,515,518,59983,151,589,3228,5917
2/12/13 0:00,Sortly,,iOS,2141,1889,0,,992,102,3052,4222
2/12/13 0:00,Acme,0,WindowsPhone,10,6,1,62,2,2,14,25
2/12/13 0:00,Acme,,MacOSX,21686,15606,0,,10684,1005,37162,83757
2/12/13 0:00,Acme,,ChromeOS,105,81,0,,44,4,176,435
2/12/13 0:00,Sortly,0,iOS,401,316,31,3505,108,72,435,466
2/12/13 0:00,Pinnacle,1,Windows,7,3,2,705,1,4,20,31
2/12/13 0:00,Pinnacle,,WindowsPhone,1,1,0,,1,0,1,0
2/12/13 0:00,Pinnacle,,Windows,775,656,0,,384,17,951,1418
2/12/13 0:00,Acme,,Android,3953,3434,0,,1484,101,4367,10469
2/12/13 0:00,Acme,1,Linux,8,4,4,501,1,5,32,67
2/12/13 0:00,Pinnacle,0,Android,2,1,0,,1,0,3,6
2/12/13 0:00,Pinnacle,,ChromeOS,1,1,0,,1,0,3,7
2/12/13 0:00,Sortly,,Linux,1,0,0,,0,0,1,2
2/12/13 0:00,Acme,0,BlackBerry,12,9,0,63,3,2,18,23
2/12/13 0:00,Acme,1,BlackBerry,0,0,0,5,0,0,1,3
2/12/13 0:00,Pinnacle,1,iOS,2,1,1,134,0,1,7,9
2/12/13 0:00,Acme,,,46,45,0,20,45,0,17,11
2/12/13 0:00,Acme,,Linux,1273,1143,0,,906,19,2152,2794
2/13/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,0,0
2/13/13 0:00,Tabular,0,iOS,118,113,118,20140,0,118,1205,1034
2/13/13 0:00,Botly,,Android,907,730,0,,393,77,636,1661
2/13/13 0:00,Pinnacle,,ChromeOS,1,1,0,,1,0,1,2
2/13/13 0:00,Acme,0,Linux,63,43,9,1245,11,17,242,516
2/13/13 0:00,Pinnacle,0,iOS,22,18,2,596,6,4,49,65
2/13/13 0:00,Sortly,0,Windows,2,1,0,99,0,1,8,7
2/13/13 0:00,Sortly,,MacOSX,5,4,0,,4,0,7,10
2/13/13 0:00,Widgetry,,iOS,4274,3282,0,,106,341,47969,59506
2/13/13 0:00,Sortly,1,iOS,58,35,15,1500,17,21,61,69
2/13/13 0:00,Acme,0,Unknown,9,5,1,73,1,2,18,50
2/13/13 0:00,Botly,0,Android,26,24,26,2887,0,26,3,3
2/13/13 0:00,Sortly,1,Android,18,11,4,432,6,6,20,40
2/13/13 0:00,Sortly,,Linux,2,1,0,,1,0,2,3
2/13/13 0:00,Acme,1,Linux,9,4,4,438,2,5,34,58
2/13/13 0:00,Pinnacle,0,ChromeOS,0,0,0,103,0,0,2,4
2/13/13 0:00,Sortly,,iOS,2524,2196,0,,1182,111,3793,5319
2/13/13 0:00,Pinnacle,1,MacOSX,3,1,1,266,1,1,7,9
2/13/13 0:00,Sortly,,WindowsPhone,0,0,0,,0,0,0,0
2/13/13 0:00,Pinnacle,,Unknown,56,29,0,,35,0,24,95
2/13/13 0:00,Sortly,,Android,588,477,0,,311,25,926,1660
2/13/13 0:00,Sortly,,Windows,6,5,0,,3,1,12,4
2/13/13 0:00,Sortly,0,Android,97,72,6,508,29,19,119,201
2/13/13 0:00,Acme,0,iOS,2151,1575,348,52890,385,634,6545,10169
2/13/13 0:00,Acme,1,WindowsPhone,1,0,0,22,0,0,1,1
2/13/13 0:00,Sortly,0,MacOSX,1,0,0,60,0,0,2,5
2/13/13 0:00,Acme,0,Android,244,180,25,2732,47,58,601,1279
2/13/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
2/13/13 0:00,Sortly,0,iOS,395,303,36,4665,102,80,438,494
2/13/13 0:00,Sortly,,Unknown,2121,1863,0,,1360,74,2483,3745
2/13/13 0:00,Pinnacle,0,Unknown,0,0,0,,0,0,0,0
2/13/13 0:00,Pinnacle,,WindowsPhone,1,0,0,,1,0,4,6
2/13/13 0:00,Pinnacle,1,Windows,7,3,2,447,2,3,10,14
2/13/13 0:00,Sortly,0,Unknown,112,94,25,3144,30,44,288,370
2/13/13 0:00,Pinnacle,,Android,60,46,0,,35,1,70,88
2/13/13 0:00,Pinnacle,1,iOS,2,1,1,212,1,2,5,10
2/13/13 0:00,Sortly,,BlackBerry,0,0,0,,0,0,0,0
2/13/13 0:00,Acme,1,Android,23,16,13,1285,3,15,92,169
2/13/13 0:00,Pinnacle,0,Android,1,1,0,,0,0,3,4
2/13/13 0:00,Sortly,1,Unknown,17,13,8,1030,3,11,44,55
2/13/13 0:00,Acme,0,WindowsPhone,8,5,1,61,1,2,18,36
2/13/13 0:00,Widgetry,0,iOS,147,140,147,19890,0,147,3827,2981
2/13/13 0:00,Pinnacle,,Linux,15,13,0,,11,0,11,11
2/13/13 0:00,Pinnacle,1,Android,0,0,0,,0,0,0,0
2/13/13 0:00,Acme,1,ChromeOS,1,0,1,124,0,1,4,13
2/13/13 0:00,Acme,0,Windows,9838,6751,1744,246957,1499,2935,33662,69352
2/13/13 0:00,Acme,,BlackBerry,112,97,0,,57,2,116,242
2/13/13 0:00,Pinnacle,,Windows,792,661,0,,372,19,959,1489
2/13/13 0:00,Acme,,,42,42,0,108,42,0,13,11
2/13/13 0:00,Pinnacle,0,Windows,56,48,5,1273,11,12,130,242
2/13/13 0:00,Acme,,iOS,14760,12593,0,,5292,600,21559,39730
2/13/13 0:00,Tabular,,iOS,2264,1896,0,,353,250,11476,12296
2/13/13 0:00,Acme,,Linux,1275,1151,0,,910,16,1732,2561
2/13/13 0:00,Sortly,0,Linux,0,0,0,,0,0,0,0
2/13/13 0:00,Acme,1,BlackBerry,1,0,0,26,0,0,8,7
2/13/13 0:00,Widgetry,1,iOS,19,18,19,2489,0,19,516,514
2/13/13 0:00,Acme,0,BlackBerry,12,8,1,83,3,2,17,29
2/13/13 0:00,Acme,1,MacOSX,275,152,152,18619,52,171,1077,1931
2/13/13 0:00,Acme,,Android,3647,3173,0,,1344,87,3843,9338
2/13/13 0:00,Acme,,ChromeOS,103,80,0,,44,3,149,390
2/13/13 0:00,Pinnacle,0,MacOSX,47,37,4,1181,13,8,114,215
2/13/13 0:00,Acme,0,ChromeOS,17,11,3,478,3,6,70,130
2/13/13 0:00,Acme,,Unknown,954,415,0,,665,2,396,1436
2/13/13 0:00,Pinnacle,,MacOSX,453,346,0,,234,11,557,840
2/13/13 0:00,Botly,1,Android,11,10,11,1091,0,11,2,4
2/13/13 0:00,Acme,,MacOSX,19995,14436,0,,9975,875,33198,74540
2/13/13 0:00,Pinnacle,,iOS,402,336,0,,201,8,484,596
2/13/13 0:00,Tabular,1,iOS,11,11,11,1515,0,11,113,100
2/13/13 0:00,Acme,,WindowsPhone,93,81,0,,47,2,91,224
2/13/13 0:00,Acme,0,MacOSX,6107,3927,873,143659,1918,1425,18304,35652
2/13/13 0:00,Sortly,1,Windows,0,0,0,10,0,0,0,0
2/13/13 0:00,Acme,1,Windows,864,498,498,57222,141,564,3141,5918
2/13/13 0:00,Acme,1,iOS,140,86,78,9173,20,89,491,752
2/13/13 0:00,Pinnacle,,BlackBerry,4,3,0,,2,0,4,5
2/13/13 0:00,Acme,1,Unknown,0,0,0,3,0,0,0,0
2/13/13 0:00,Sortly,1,MacOSX,0,0,0,,0,0,0,0
2/13/13 0:00,Acme,,Windows,50509,40662,0,,21370,2039,88866,213154
2/13/13 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0
2/14/13 0:00,Pinnacle,,Android,88,67,0,,46,2,113,286
2/14/13 0:00,Sortly,,MacOSX,14,11,0,,11,0,11,8
2/14/13 0:00,Pinnacle,,iOS,666,527,0,,285,22,855,1748
2/14/13 0:00,Sortly,1,Windows,1,0,0,40,0,1,3,1
2/14/13 0:00,Acme,0,Linux,65,45,10,1170,12,20,250,501
2/14/13 0:00,Widgetry,1,iOS,13,12,13,1517,0,13,310,271
2/14/13 0:00,Acme,,Windows,47045,38018,0,,19767,1888,81617,201105
2/14/13 0:00,Acme,1,ChromeOS,3,1,1,121,0,2,8,11
2/14/13 0:00,Widgetry,0,iOS,115,110,115,14904,0,115,2743,2149
2/14/13 0:00,Tabular,0,iOS,95,90,95,14579,0,95,988,839
2/14/13 0:00,Acme,0,ChromeOS,12,8,2,198,3,3,30,62
2/14/13 0:00,Pinnacle,0,Windows,203,153,27,8787,39,53,678,1817
2/14/13 0:00,Acme,0,Unknown,7,5,1,81,1,2,18,33
2/14/13 0:00,Botly,1,Android,9,8,9,1050,0,9,4,5
2/14/13 0:00,Sortly,,Linux,4,4,0,,3,0,6,2
2/14/13 0:00,Acme,,WindowsPhone,94,80,0,,44,2,119,241
2/14/13 0:00,Acme,1,WindowsPhone,1,0,0,34,0,1,2,3
2/14/13 0:00,Sortly,0,Windows,2,2,1,54,0,1,10,5
2/14/13 0:00,Tabular,,iOS,1967,1649,0,,285,227,10270,10860
2/14/13 0:00,Pinnacle,0,ChromeOS,0,0,0,,0,0,0,0
2/14/13 0:00,Sortly,1,Android,21,12,5,440,6,9,37,62
2/14/13 0:00,Acme,1,Windows,748,428,428,48022,118,484,2669,5222
2/14/13 0:00,Acme,0,MacOSX,5415,3548,710,111962,1735,1183,14861,29832
2/14/13 0:00,Pinnacle,,MacOSX,552,415,0,,240,24,823,2041
2/14/13 0:00,Sortly,0,Android,112,74,8,964,36,24,209,322
2/14/13 0:00,Sortly,,Android,1050,776,0,,614,36,1420,2652
2/14/13 0:00,Pinnacle,0,BlackBerry,1,0,0,74,0,1,3,8
2/14/13 0:00,Pinnacle,,Windows,1050,864,0,,408,43,1673,4388
2/14/13 0:00,Acme,0,iOS,2120,1591,304,44311,400,560,6012,10068
2/14/13 0:00,Acme,1,Linux,6,3,3,290,1,4,18,44
2/14/13 0:00,Sortly,,WindowsPhone,1,0,0,,0,0,1,3
2/14/13 0:00,Sortly,0,iOS,400,303,41,5112,112,92,625,699
2/14/13 0:00,Acme,1,iOS,124,75,68,7887,17,80,445,639
2/14/13 0:00,Pinnacle,,BlackBerry,6,5,0,,3,0,7,16
2/14/13 0:00,Acme,,Unknown,838,387,0,,579,1,349,1298
2/14/13 0:00,Pinnacle,1,MacOSX,5,2,2,378,1,2,11,20
2/14/13 0:00,Pinnacle,,Unknown,48,20,0,,24,0,56,92
2/14/13 0:00,Sortly,1,iOS,48,28,17,1729,13,21,59,68
2/14/13 0:00,Pinnacle,,Linux,30,29,0,,24,0,34,19
2/14/13 0:00,Sortly,1,MacOSX,0,0,0,28,0,0,2,10
2/14/13 0:00,Sortly,,Windows,14,13,0,,9,1,32,11
2/14/13 0:00,Acme,0,Windows,9265,6473,1504,212285,1436,2617,30092,63901
2/14/13 0:00,Tabular,1,iOS,12,11,12,1790,0,12,128,109
2/14/13 0:00,Botly,0,Android,21,20,21,2616,0,21,2,1
2/14/13 0:00,Acme,,iOS,14631,12418,0,,5407,561,20468,40270
2/14/13 0:00,Acme,,MacOSX,17710,12937,0,,8883,748,29042,66341
2/14/13 0:00,Sortly,0,Linux,0,0,0,,0,0,0,0
2/14/13 0:00,Acme,1,Android,25,17,15,1590,3,17,88,192
2/14/13 0:00,Acme,1,MacOSX,212,120,118,14642,36,135,805,1475
2/14/13 0:00,Pinnacle,,ChromeOS,1,1,0,,1,0,3,7
2/14/13 0:00,Pinnacle,1,Windows,6,3,3,587,1,4,15,24
2/14/13 0:00,Acme,,Linux,1208,1089,0,,882,16,1880,2365
2/14/13 0:00,Pinnacle,,WindowsPhone,1,1,0,,1,0,1,2
2/14/13 0:00,Sortly,,Unknown,4,3,0,,2,0,5,4
2/14/13 0:00,Pinnacle,0,Android,8,5,1,257,2,2,20,56
2/14/13 0:00,Acme,0,WindowsPhone,9,6,0,20,1,1,28,40
2/14/13 0:00,Sortly,0,Unknown,0,0,0,,0,0,0,0
2/14/13 0:00,Pinnacle,1,iOS,4,1,1,248,1,2,10,8
2/14/13 0:00,Acme,0,Android,255,184,21,2706,52,53,624,1312
2/14/13 0:00,Pinnacle,0,iOS,90,66,9,2600,25,17,211,485
2/14/13 0:00,Sortly,0,MacOSX,2,1,0,34,1,1,5,6
2/14/13 0:00,Sortly,,BlackBerry,1,0,0,,1,0,0,0
2/14/13 0:00,Acme,,Android,3635,3138,0,,1389,83,3685,9238
2/14/13 0:00,Acme,1,Unknown,1,0,0,20,0,0,1,5
2/14/13 0:00,Acme,0,BlackBerry,12,8,0,37,3,1,12,30
2/14/13 0:00,Acme,,BlackBerry,120,102,0,,64,2,120,246
2/14/13 0:00,Widgetry,,iOS,3620,2791,0,,86,308,41118,50168
2/14/13 0:00,Pinnacle,0,Linux,1,0,0,,0,0,1,2
2/14/13 0:00,Sortly,,iOS,3674,3016,0,,1815,153,5236,7558
2/14/13 0:00,Acme,1,BlackBerry,1,0,0,19,0,0,1,1
2/14/13 0:00,Pinnacle,0,MacOSX,130,96,15,5722,29,30,457,1154
2/14/13 0:00,Acme,,,39,38,0,30,38,0,13,9
2/14/13 0:00,Botly,,Android,863,697,0,,381,71,593,1484
2/14/13 0:00,Pinnacle,,,3,2,0,,3,0,1,1
2/14/13 0:00,Acme,,ChromeOS,86,69,0,,34,4,146,367
2/15/13 0:00,Sortly,,WindowsPhone,0,0,0,,0,0,0,0
2/15/13 0:00,Pinnacle,1,iOS,3,2,2,460,0,2,12,16
2/15/13 0:00,Pinnacle,,,2,2,0,,2,0,1,1
2/15/13 0:00,Acme,0,Linux,56,39,8,940,10,15,209,517
2/15/13 0:00,Pinnacle,0,Android,3,2,0,32,1,1,3,3
2/15/13 0:00,Acme,,Linux,1303,1187,0,,934,17,2505,2859
2/15/13 0:00,Sortly,0,Unknown,0,0,0,,0,0,0,0
2/15/13 0:00,Sortly,0,Windows,3,2,1,98,1,1,6,8
2/15/13 0:00,Botly,1,Android,9,8,9,1215,0,9,6,8
2/15/13 0:00,Sortly,0,MacOSX,2,1,0,,1,0,2,1
2/15/13 0:00,Acme,,,39,38,0,15,39,0,15,9
2/15/13 0:00,Acme,,iOS,16072,13651,0,,5782,630,23612,50322
2/15/13 0:00,Acme,,WindowsPhone,91,79,0,,46,3,104,258
2/15/13 0:00,Acme,0,Unknown,7,5,1,147,1,2,23,57
2/15/13 0:00,Botly,0,Android,25,24,25,2990,0,25,11,33
2/15/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,0
2/15/13 0:00,Pinnacle,,ChromeOS,1,0,0,,0,0,1,1
2/15/13 0:00,Acme,,BlackBerry,119,102,0,,61,2,114,231
2/15/13 0:00,Sortly,1,BlackBerry,0,0,0,8,0,0,0,0
2/15/13 0:00,Sortly,,Android,1078,783,0,,624,40,1552,2822
2/15/13 0:00,Acme,0,ChromeOS,13,9,2,370,1,4,53,131
2/15/13 0:00,Pinnacle,0,Windows,95,71,12,3392,24,25,343,630
2/15/13 0:00,Tabular,0,iOS,94,90,94,15512,0,94,1047,858
2/15/13 0:00,Sortly,,BlackBerry,1,0,0,,0,0,6,8
2/15/13 0:00,Acme,,MacOSX,18978,14116,0,,9395,849,32348,83103
2/15/13 0:00,Acme,0,Windows,8972,6220,1471,205675,1466,2573,30672,72573
2/15/13 0:00,Tabular,,iOS,2065,1724,0,,269,253,11437,12091
2/15/13 0:00,Acme,,Android,3882,3392,0,,1439,92,4313,10765
2/15/13 0:00,Acme,0,BlackBerry,10,7,0,50,2,1,18,83
2/15/13 0:00,Acme,0,Android,258,186,26,2863,58,58,569,1240
2/15/13 0:00,Sortly,,Linux,3,3,0,,2,0,3,2
2/15/13 0:00,Acme,1,Unknown,1,0,1,76,0,1,3,10
2/15/13 0:00,Widgetry,1,iOS,15,14,15,1599,0,15,319,341
2/15/13 0:00,Acme,1,WindowsPhone,0,0,0,5,0,0,0,0
2/15/13 0:00,Sortly,1,iOS,51,33,17,1822,14,23,71,86
2/15/13 0:00,Acme,0,iOS,2098,1553,309,45579,414,585,6194,11600
2/15/13 0:00,Pinnacle,0,BlackBerry,0,0,0,,0,0,0,0
2/15/13 0:00,Pinnacle,0,MacOSX,74,53,8,3043,21,15,214,391
2/15/13 0:00,Pinnacle,,Android,83,63,0,,50,1,94,139
2/15/13 0:00,Pinnacle,,BlackBerry,5,4,0,,4,0,4,5
2/15/13 0:00,Acme,0,MacOSX,5318,3507,697,109919,1704,1176,15492,34466
2/15/13 0:00,Sortly,,Unknown,4,4,0,,3,0,3,4
2/15/13 0:00,Pinnacle,1,Android,0,0,0,27,0,0,1,2
2/15/13 0:00,Acme,,Windows,49563,40235,0,,20860,2031,87732,247021
2/15/13 0:00,Pinnacle,,MacOSX,471,360,0,,244,18,632,1016
2/15/13 0:00,Pinnacle,,Windows,902,720,0,,450,24,1245,2068
2/15/13 0:00,Sortly,1,Android,25,16,8,797,6,12,43,63
2/15/13 0:00,Acme,1,Linux,7,3,4,552,1,5,36,68
2/15/13 0:00,Sortly,,MacOSX,13,10,0,,9,0,14,11
2/15/13 0:00,Sortly,0,Android,96,67,7,822,30,24,203,306
2/15/13 0:00,Pinnacle,0,Linux,0,0,0,,0,0,1,3
2/15/13 0:00,Pinnacle,,iOS,602,472,0,,322,16,764,936
2/15/13 0:00,Sortly,,iOS,3781,3115,0,,1845,175,5621,7915
2/15/13 0:00,Widgetry,,iOS,3748,2876,0,,92,324,44697,54838
2/15/13 0:00,Botly,,Android,921,742,0,,423,77,730,1792
2/15/13 0:00,Acme,,ChromeOS,102,83,0,,43,3,161,430
2/15/13 0:00,Acme,1,iOS,137,87,80,9437,19,92,549,937
2/15/13 0:00,Acme,1,MacOSX,247,136,136,16453,42,154,1021,2101
2/15/13 0:00,Sortly,0,iOS,361,278,43,5647,101,98,592,618
2/15/13 0:00,Pinnacle,1,Windows,7,4,4,812,1,4,18,29
2/15/13 0:00,Sortly,1,Windows,1,0,1,66,0,1,2,1
2/15/13 0:00,Pinnacle,1,MacOSX,5,2,2,443,1,3,12,21
2/15/13 0:00,Acme,1,Windows,799,453,456,49948,127,518,2894,6321
2/15/13 0:00,Acme,1,ChromeOS,2,1,1,62,1,1,8,23
2/15/13 0:00,Acme,1,BlackBerry,0,0,0,9,0,0,1,1
2/15/13 0:00,Acme,,Unknown,837,390,0,,597,3,297,1301
2/15/13 0:00,Pinnacle,,Linux,19,16,0,,15,0,17,20
2/15/13 0:00,Widgetry,0,iOS,119,112,119,15384,0,119,2831,2291
2/15/13 0:00,Sortly,,Windows,18,16,0,,9,1,48,37
2/15/13 0:00,Pinnacle,0,iOS,47,33,5,1301,14,13,123,223
2/15/13 0:00,Pinnacle,,Unknown,59,28,0,,37,0,22,79
2/15/13 0:00,Acme,1,Android,23,17,14,1350,2,16,85,168
2/15/13 0:00,Pinnacle,,WindowsPhone,2,1,0,,1,0,2,1
2/15/13 0:00,Acme,0,WindowsPhone,9,5,1,51,3,1,21,50
2/15/13 0:00,Tabular,1,iOS,10,9,10,1343,0,10,74,65
2/15/13 0:00,Sortly,1,MacOSX,0,0,0,14,0,0,1,0
2/15/13 0:00,Sortly,,ChromeOS,0,0,0,,0,0,0,0
2/16/13 0:00,Pinnacle,1,Android,2,0,0,31,1,0,3,2
2/16/13 0:00,Pinnacle,,WindowsPhone,1,0,0,,1,0,1,0
2/16/13 0:00,Pinnacle,1,MacOSX,6,2,2,366,1,2,18,34
2/16/13 0:00,Sortly,0,BlackBerry,0,0,0,,0,0,0,3
2/16/13 0:00,Acme,0,Windows,6709,4660,1240,177881,1027,2146,27997,68012
2/16/13 0:00,Acme,,Linux,1365,1220,0,,941,21,3045,3861
2/16/13 0:00,Acme,,Android,4655,4086,0,,1612,111,5300,14103
2/16/13 0:00,Tabular,0,iOS,138,131,138,25031,0,138,1714,1438
2/16/13 0:00,Acme,,Windows,46546,37338,0,,19479,1891,85877,244867
2/16/13 0:00,Tabular,1,iOS,15,14,15,2242,0,15,181,157
2/16/13 0:00,Acme,,BlackBerry,131,112,0,,63,3,141,362
2/16/13 0:00,Botly,0,Android,21,20,21,2898,0,21,3,6
2/16/13 0:00,Pinnacle,0,Unknown,0,0,0,16,0,0,0,0
2/16/13 0:00,Pinnacle,,Unknown,64,35,0,,45,0,28,68
2/16/13 0:00,Acme,,MacOSX,20982,15360,0,,9720,1017,39701,105347
2/16/13 0:00,Acme,1,iOS,193,118,108,13321,29,126,737,1309
2/16/13 0:00,Pinnacle,1,Windows,14,6,5,1109,2,7,41,76
2/16/13 0:00,Acme,1,Unknown,0,0,0,21,0,0,2,1
2/16/13 0:00,Acme,1,MacOSX,294,163,164,20985,53,183,1433,3157
2/16/13 0:00,Sortly,,Linux,8,6,0,,6,0,6,5
2/16/13 0:00,Pinnacle,,Windows,641,521,0,,286,17,972,1783
2/16/13 0:00,Pinnacle,,BlackBerry,3,2,0,,1,0,5,10
2/16/13 0:00,Acme,1,Linux,8,4,5,453,1,6,26,49
2/16/13 0:00,Acme,0,MacOSX,5310,3510,753,123770,1605,1281,18741,43199
2/16/13 0:00,Acme,1,Windows,761,438,445,49710,115,502,3338,7503
2/16/13 0:00,Acme,0,ChromeOS,16,10,3,620,3,4,70,149
2/16/13 0:00,Acme,0,BlackBerry,9,7,1,57,1,2,12,47
2/16/13 0:00,Widgetry,,iOS,4315,3326,0,,90,396,59891,72160
2/16/13 0:00,Pinnacle,,Android,128,104,0,,61,7,188,288
2/16/13 0:00,Pinnacle,1,iOS,6,2,2,432,1,3,7,13
2/16/13 0:00,Botly,,Android,1028,839,0,,452,88,966,2247
2/16/13 0:00,Pinnacle,,MacOSX,450,349,0,,225,16,627,1110
2/16/13 0:00,Sortly,1,Android,26,15,9,1013,7,14,66,97
2/16/13 0:00,Acme,1,WindowsPhone,1,0,0,50,0,1,2,9
2/16/13 0:00,Sortly,,Unknown,4,4,0,,2,0,5,9
2/16/13 0:00,Acme,0,WindowsPhone,7,4,1,75,1,2,11,36
2/16/13 0:00,Acme,0,iOS,2433,1774,401,62034,429,741,8906,17182
2/16/13 0:00,Pinnacle,,Linux,12,11,0,,8,0,8,12
2/16/13 0:00,Pinnacle,,ChromeOS,1,1,0,,0,0,2,3
2/16/13 0:00,Sortly,1,MacOSX,0,0,0,22,0,0,2,2
2/16/13 0:00,Pinnacle,0,Windows,58,41,7,2033,13,17,210,408
2/16/13 0:00,Pinnacle,0,MacOSX,66,49,6,2269,18,15,191,350
