"id","time","station_id","district_id","latitude","longitude","PM25_Concentration","PM10_Concentration","NO2_Concentration","CO_Concentration","O3_Concentration","SO2_Concentration","weather","temperature","pressure","humidity","wind_speed","wind_direction"
"1005_334","2014-11-30 12:00:00",1005,104,39.742767,116.136045,"27","319.2","17.4","0.4","39.1","10.6","1","5","1017","12","26.28","4"
"1005_335","2014-12-01 13:00:00",1005,104,39.742767,116.136045,"7","11.8","8.7","0.4","46.8","2","0","0","1026","14","19.08","24"
"1005_336","2014-12-02 12:00:00",1005,104,39.742767,116.136045,"101","NULL","51.7","1.5","18.2","60.2","0","0","1020","21","9.36","23"
"1005_337","2014-12-03 12:00:00",1005,104,39.742767,116.136045,"7","9.2","9.8","0.3","42.5","6.1","0","0","1021","9","26.64","24"
"1005_338","2014-12-04 12:00:00",1005,104,39.742767,116.136045,"7","24.4","10","0.4","50.6","3.4","0","2","1020","12","39.96","4"
"1005_339","2014-12-05 13:00:00",1005,104,39.742767,116.136045,"70","NULL","39.4","1.2","37.3","31.4","0","2","1021","15","14.04","23"
"1005_340","2014-12-06 13:00:00",1005,104,39.742767,116.136045,"27","NULL","38.4","0.7","29.4","13.7","14","3","NULL","15","NULL","3"
"1005_341","2014-12-07 13:00:00",1005,104,39.742767,116.136045,"7","28.1","7.5","0.4","42.3","2","0","4","1020","13","23.04","24"
"1005_342","2014-12-08 13:00:00",1005,104,39.742767,116.136045,"112","136.8","64.9","1.8","33.9","64.8","0","3","1027","30","12.96","23"
"1005_343","2014-12-09 11:00:00",1005,104,39.742767,116.136045,"279","343.8","123.9","5.5","19.1","79.2","14","0","NULL","52","NULL","14"
"1005_344","2014-12-10 11:00:00",1005,104,39.742767,116.136045,"384","NULL","159.6","5.9","NULL","87.9","0","5","1020","16","29.52","24"
"1005_345","2014-12-11 13:00:00",1005,104,39.742767,116.136045,"27","34.2","20.5","0.6","49.4","9.3","0","3","1023","21","13.32","23"
"1005_346","2014-12-12 11:00:00",1005,104,39.742767,116.136045,"8","39.9","19.4","NULL","6.8","6.9","0","2","1021","16","23.4","24"
"1005_347","2014-12-13 11:00:00",1005,104,39.742767,116.136045,"60","110.6","45.2","1.3","18.6","37.1","0","4","1021","17","13.32","23"
"1005_348","2014-12-14 11:00:00",1005,104,39.742767,116.136045,"120","192.9","87","3.3","14.6","49","0","5","1019","18","7.2","23"
"1005_349","2014-12-15 11:00:00",1005,104,39.742767,116.136045,"5","129","15","0.4","37.6","2.9","0","3","1022","20","34.56","24"
"1005_350","2014-12-16 12:00:00",1005,104,39.742767,116.136045,"4","21.2","6.7","0.3","41.6","2.3","0","0","1024","18","24.84","24"
"1005_351","2014-12-17 12:00:00",1005,104,39.742767,116.136045,"151","206","69.8","2.3","25.5","93.8","0","3","1022","20","7.56","23"
"1005_352","2014-12-18 12:00:00",1005,104,39.742767,116.136045,"134","187.2","85.9","4.3","10.9","92.9","14","3","1020","44","6.12","13"
"1005_353","2014-12-19 13:00:00",1005,104,39.742767,116.136045,"15","93.1","14.3","0.3","40.7","5.3","0","4","1018","22","32.04","24"
"1005_354","2014-12-20 13:00:00",1005,104,39.742767,116.136045,"17","NULL","20.2","0.5","36.2","12.7","1","1","1023","17","7.56","24"
"1005_355","2014-12-21 11:00:00",1005,104,39.742767,116.136045,"49","76.4","42.5","1.2","19.1","37.8","1","0","1022","19","16.2","23"
"1005_356","2014-12-22 13:00:00",1005,104,39.742767,116.136045,"126","152.9","88","2.2","27.2","39.1","14","8","1017","19","11.52","23"
"1005_357","2014-12-23 13:00:00",1005,104,39.742767,116.136045,"150","220","144.4","4.1","10.7","70.9","1","7","1013","23","6.48","23"
"1005_358","2014-12-24 13:00:00",1005,104,39.742767,116.136045,"8","19.3","14.2","0.3","50.1","5.9","0","5","1026","21","19.44","14"
"1005_359","2014-12-25 13:00:00",1005,104,39.742767,116.136045,"28","NULL","45.5","0.9","28.1","18.8","0","5","1028","24","9","24"
"1005_360","2014-12-26 11:00:00",1005,104,39.742767,116.136045,"108","158","89.7","3.1","9.7","68.7","14","2","1026","40","6.48","14"
"1005_361","2014-12-27 11:00:00",1005,104,39.742767,116.136045,"242","300.1","115.8","3.9","10.5","73.8","14","3","1022","38","10.08","23"
"1005_362","2014-12-28 11:00:00",1005,104,39.742767,116.136045,"425","449.7","174.8","8.2","21.2","98.1","0","6","1014","31","5.04","23"
"1005_363","2014-12-29 12:00:00",1005,104,39.742767,116.136045,"138","218.1","116.9","3.7","13.2","45.6","0","8","1006","24","10.08","23"
"1005_364","2014-12-30 11:00:00",1005,104,39.742767,116.136045,"66","92.1","80.1","2.3","10.5","36","1","6","1012","20","3.6","13"
"1005_365","2014-12-31 12:00:00",1005,104,39.742767,116.136045,"3","95.8","9.6","0.4","33.6","4.2","0","0","1028","12","27.36","24"
"1006_274","2014-10-01 12:00:00",1006,101,39.987313,116.287451,"66","112.5","73.8","NULL","2","11.4","4","9","NULL","99","NULL","1"
"1006_275","2014-10-02 12:00:00",1006,101,39.987313,116.287451,"53","NULL","54","NULL","14","22","0","21","NULL","56","NULL","4"
"1006_276","2014-10-03 12:00:00",1006,101,39.987313,116.287451,"61","89","54.4","NULL","7","9.8","4","17","NULL","79","NULL","1"
"1006_277","2014-10-04 13:00:00",1006,101,39.987313,116.287451,"73","NULL","64.5","0.7","25.7","7.9","2","16","NULL","87","NULL","14"
"1006_278","2014-10-05 11:00:00",1006,101,39.987313,116.287451,"10","NULL","33.3","0.3","42.7","7.1","0","19","NULL","40","NULL","14"
"1006_279","2014-10-06 11:00:00",1006,101,39.987313,116.287451,"28","NULL","74.5","0.5","11","7.4","0","21","NULL","31","NULL","3"
"1006_280","2014-10-07 12:00:00",1006,101,39.987313,116.287451,"91","131","103","NULL","29","19","0","19","NULL","49","NULL","1"
"1006_281","2014-10-08 11:00:00",1006,101,39.987313,116.287451,"242","NULL","108","1.8","2","16","14","18","NULL","76","NULL","1"
"1006_282","2014-10-09 12:00:00",1006,101,39.987313,116.287451,"348","NULL","90","1.9","32","17","14","21","NULL","71","NULL","4"
"1006_283","2014-10-10 12:00:00",1006,101,39.987313,116.287451,"343","NULL","108","2.2","12","19","14","21","NULL","73","NULL","4"
"1006_284","2014-10-11 11:00:00",1006,101,39.987313,116.287451,"360","NULL","114","2.4","2","11","14","19","NULL","87","NULL","4"
"1006_285","2014-10-12 11:00:00",1006,101,39.987313,116.287451,"3","5","31","0.2","27","2","1","17","NULL","29","NULL","1"
"1006_286","2014-10-13 12:00:00",1006,101,39.987313,116.287451,"9","NULL","23","0.2","37","8","0","16","NULL","23","NULL","1"
"1006_287","2014-10-14 13:00:00",1006,101,39.987313,116.287451,"51","99","90","0.7","16","12","0","21","NULL","27","NULL","23"
"1006_288","2014-10-15 11:00:00",1006,101,39.987313,116.287451,"14","171","32","0.3","40","8","0","21","NULL","20","NULL","4"
"1006_289","2014-10-16 12:00:00",1006,101,39.987313,116.287451,"22","61","44","0.4","33","10","0","21","NULL","22","NULL","23"
"1006_290","2014-10-17 13:00:00",1006,101,39.987313,116.287451,"110","184","144","1.3","20","22","0","23","NULL","31","NULL","3"
"1006_291","2014-10-18 11:00:00",1006,101,39.987313,116.287451,"125","182","120","1.2","9","20","14","25","NULL","35","NULL","1"
"1006_292","2014-10-19 13:00:00",1006,101,39.987313,116.287451,"306","363","156","2.2","13","31","14","18","NULL","71","NULL","4"
"1006_293","2014-10-20 11:00:00",1006,101,39.987313,116.287451,"257","264","97","1.5","16","9","14","20","NULL","68","NULL","1"
"1006_294","2014-10-21 13:00:00",1006,101,39.987313,116.287451,"35","79","NULL","NULL","NULL","NULL","2","15","NULL","27","NULL","2"
"1006_295","2014-10-22 12:00:00",1006,101,39.987313,116.287451,"76","176","104","1.6","2","20","2","13","NULL","61","NULL","3"
"1006_296","2014-10-23 13:00:00",1006,101,39.987313,116.287451,"138","169","80","1.1","NULL","14","14","14","NULL","68","NULL","14"
"1006_297","2014-10-24 12:00:00",1006,101,39.987313,116.287451,"227","299","108","1.7","21","25","14","18","NULL","65","NULL","3"
"1006_298","2014-10-25 11:00:00",1006,101,39.987313,116.287451,"325","334","111","2.1","6","14","14","18","NULL","72","NULL","14"
"1006_299","2014-10-26 12:00:00",1006,101,39.987313,116.287451,"9","NULL","32","0.3","42","2","0","18","NULL","16","NULL","1"
"1006_300","2014-10-27 11:00:00",1006,101,39.987313,116.287451,"24","55","63","0.8","9","22","1","13","NULL","27","NULL","3"
"1006_302","2014-10-29 12:00:00",1006,101,39.987313,116.287451,"98","132.4","101.2","1.1","8.1","24","1","15","NULL","51","NULL","23"
"1006_303","2014-10-30 13:00:00",1006,101,39.987313,116.287451,"165","NULL","111.4","1.4","11.9","23.6","2","13","NULL","76","NULL","1"
"1006_304","2014-10-31 13:00:00",1006,101,39.987313,116.287451,"119","127","100","1.7","9","16","2","15","NULL","80","NULL","23"
"1006_305","2014-11-01 11:00:00",1006,101,39.987313,116.287451,"8","NULL","38","0.4","35","11","1","15","NULL","32","NULL","4"
"1006_306","2014-11-02 12:00:00",1006,101,39.987313,116.287451,"3","17","19","0.2","40","7","0","14","NULL","16","NULL","4"
"1006_307","2014-11-03 13:00:00",1006,101,39.987313,116.287451,"16","22","42","0.4","56","10","0","18","NULL","22","NULL","23"
"1006_308","2014-11-04 12:00:00",1006,101,39.987313,116.287451,"83","123.4","72.3","0.9","22.6","28","0","16","NULL","37","NULL","3"
"1006_309","2014-11-05 11:00:00",1006,101,39.987313,116.287451,"5","13","25","0.3","37","10","0","20","NULL","16","NULL","24"
"1006_310","2014-11-06 11:00:00",1006,101,39.987313,116.287451,"4","28","22","0.2","32","NULL","1","12","NULL","23","NULL","3"
"1006_311","2014-11-07 13:00:00",1006,101,39.987313,116.287451,"50","88.6","71.9","1.6","2","27.2","1","8","NULL","40","NULL","14"
"1006_312","2014-11-08 11:00:00",1006,101,39.987313,116.287451,"62","78.9","60.7","1.4","11.2","34.8","0","11","NULL","43","NULL","23"
"1006_313","2014-11-09 13:00:00",1006,101,39.987313,116.287451,"30","32","55","0.7","28","17","0","15","NULL","30","NULL","23"
"1006_314","2014-11-10 12:00:00",1006,101,39.987313,116.287451,"45","NULL","65","1","20","15","1","14","NULL","32","NULL","3"
"1006_315","2014-11-11 13:00:00",1006,101,39.987313,116.287451,"19","46","20","0.3","35","8","2","12","NULL","31","NULL","14"
"1006_316","2014-11-12 13:00:00",1006,101,39.987313,116.287451,"3","35.5","15.6","0.2","38.3","2.4","0","8","NULL","15","NULL","4"
"1006_317","2014-11-13 12:00:00",1006,101,39.987313,116.287451,"22","43","63","0.8","20","8","0","12","NULL","20","NULL","2"
"1006_318","2014-11-14 11:00:00",1006,101,39.987313,116.287451,"43","76","70","1.3","2","27","0","12","NULL","21","NULL","1"
"1006_319","2014-11-15 13:00:00",1006,101,39.987313,116.287451,"74","118","83","1.4","2","36","1","8","NULL","35","NULL","14"
"1006_320","2014-11-16 12:00:00",1006,101,39.987313,116.287451,"10","NULL","27","0.5","24","10","0","11","NULL","32","NULL","4"
"1006_321","2014-11-17 13:00:00",1006,101,39.987313,116.287451,"12","NULL","32","0.4","30","12","0","13","NULL","19","NULL","4"
"1006_322","2014-11-18 13:00:00",1006,101,39.987313,116.287451,"68","100","89","1.8","2","55","0","13","NULL","26","NULL","23"
"1006_323","2014-11-19 11:00:00",1006,101,39.987313,116.287451,"195","308","113","3.3","2","81","14","8","NULL","56","NULL","13"
"1006_324","2014-11-20 12:00:00",1006,101,39.987313,116.287451,"253","282","125","2.7","2","61","14","8","NULL","62","NULL","2"
"1006_325","2014-11-21 12:00:00",1006,101,39.987313,116.287451,"210","NULL","159","3.8","2","57","14","13","NULL","26","NULL","1"
"1006_326","2014-11-22 12:00:00",1006,101,39.987313,116.287451,"15","NULL","51","0.7","14","20","0","9","NULL","25","NULL","1"
"1006_327","2014-11-23 11:00:00",1006,101,39.987313,116.287451,"91","134","82","2","2","33","2","9","NULL","56","NULL","14"
"1006_328","2014-11-24 11:00:00",1006,101,39.987313,116.287451,"41","NULL","70","1.3","2","30","0","9","NULL","23","NULL","1"
"1006_329","2014-11-25 12:00:00",1006,101,39.987313,116.287451,"105","153","94","1.9","2","57","14","6","NULL","66","NULL","13"
"1006_330","2014-11-26 13:00:00",1006,101,39.987313,116.287451,"232","330","127","2.8","2","75","14","8","NULL","62","NULL","24"
"1006_331","2014-11-27 11:00:00",1006,101,39.987313,116.287451,"23","53","56","0.7","11","12","2","6","NULL","22","NULL","14"
"1006_332","2014-11-28 12:00:00",1006,101,39.987313,116.287451,"55","125","71","1.2","15","26","0","10","NULL","44","NULL","23"
"1006_333","2014-11-29 12:00:00",1006,101,39.987313,116.287451,"205","341","101","3.3","2","40","14","4","NULL","83","NULL","14"
"1006_334","2014-11-30 11:00:00",1006,101,39.987313,116.287451,"25","91","24","0.4","36","11","1","6","NULL","17","NULL","24"
"1006_335","2014-12-01 13:00:00",1006,101,39.987313,116.287451,"5","6","13","0.3","40","7","0","0","NULL","18","NULL","4"
"1006_336","2014-12-02 11:00:00",1006,101,39.987313,116.287451,"43","53.5","52.7","1.2","6.2","30.3","0","1","NULL","20","NULL","23"
"1006_337","2014-12-03 11:00:00",1006,101,39.987313,116.287451,"9","19","20.3","0.5","31.3","17.3","0","2","NULL","13","NULL","24"
"1006_338","2014-12-04 13:00:00",1006,101,39.987313,116.287451,"6","33","18","0.4","41","11","0","0","NULL","16","NULL","4"
"1006_339","2014-12-05 13:00:00",1006,101,39.987313,116.287451,"5","NULL","18","0.4","47","10","0","5","NULL","13","NULL","4"
"1006_340","2014-12-06 12:00:00",1006,101,39.987313,116.287451,"23","NULL","52","0.8","22","15","0","2","NULL","22","NULL","1"
"1006_341","2014-12-07 13:00:00",1006,101,39.987313,116.287451,"12","NULL","18","0.5","38","10","0","5","NULL","16","NULL","4"
"1006_342","2014-12-08 12:00:00",1006,101,39.987313,116.287451,"49","77","60","1.2","14","40","0","3","NULL","31","NULL","2"
"1006_343","2014-12-09 12:00:00",1006,101,39.987313,116.287451,"170","258","106","4.2","2","81","14","-1","NULL","58","NULL","4"
"1006_344","2014-12-10 12:00:00",1006,101,39.987313,116.287451,"47","272","24","0.6","32","10","0","4","NULL","22","8.5","4"
"1006_345","2014-12-11 11:00:00",1006,101,39.987313,116.287451,"19","NULL","34","0.5","32","17","0","3","NULL","22","8.5","23"
"1006_346","2014-12-12 11:00:00",1006,101,39.987313,116.287451,"10","62","14","0.3","37","6","0","3","NULL","15","15.5","4"
"1006_347","2014-12-13 12:00:00",1006,101,39.987313,116.287451,"48","88","53","1.1","18","23","0","3","NULL","20","8.5","23"
"1006_348","2014-12-14 11:00:00",1006,101,39.987313,116.287451,"53","80","66","1.8","8","53","0","6","NULL","17","3","1"
"1006_349","2014-12-15 11:00:00",1006,101,39.987313,116.287451,"6","14","18","0.3","44","7","0","3","NULL","19","24","4"
"1006_350","2014-12-16 11:00:00",1006,101,39.987313,116.287451,"3","10","21","0.4","32","7","0","-1","NULL","19","24","4"
"1006_351","2014-12-17 13:00:00",1006,101,39.987313,116.287451,"82","119.8","82.6","NULL","4.8","36.9","0","4","NULL","22","3","23"
"1006_352","2014-12-18 12:00:00",1006,101,39.987313,116.287451,"117","159","86","4.2","2","99","14","3","NULL","48","3","3"
"1006_353","2014-12-19 12:00:00",1006,101,39.987313,116.287451,"7","12","18","0.3","49","9","0","4","NULL","25","24","4"
"1006_354","2014-12-20 12:00:00",1006,101,39.987313,116.287451,"22","NULL","42","0.8","16","22","1","2","NULL","18","8.5","24"
"1006_355","2014-12-21 13:00:00",1006,101,39.987313,116.287451,"5","6","25","0.5","32","9","1","3","NULL","22","8.5","24"
"1006_356","2014-12-22 11:00:00",1006,101,39.987313,116.287451,"75","120","108","3.5","2","47","14","8","NULL","21","3","2"
"1006_357","2014-12-23 12:00:00",1006,101,39.987313,116.287451,"80","100","89","2.6","2","79","0","9","NULL","17","8.5","4"
"1006_358","2014-12-24 11:00:00",1006,101,39.987313,116.287451,"9","34","31","0.5","30","26","0","4","NULL","26","8.5","4"
"1006_359","2014-12-25 12:00:00",1006,101,39.987313,116.287451,"12","NULL","33","0.5","38","22","0","8","NULL","21","3","4"
"1006_360","2014-12-26 13:00:00",1006,101,39.987313,116.287451,"84","144","80","NULL","3","64","14","2","NULL","43","3","1"
"1006_361","2014-12-27 13:00:00",1006,101,39.987313,116.287451,"174","223","131","4.1","2","89","14","2","NULL","49","3","14"
"1006_362","2014-12-28 11:00:00",1006,101,39.987313,116.287451,"38","80","64","1.5","10","47","0","7","NULL","26","3","14"
"1006_363","2014-12-29 12:00:00",1006,101,39.987313,116.287451,"62","151","110","3.1","4","54","0","7","NULL","29","3","14"
"1006_364","2014-12-30 12:00:00",1006,101,39.987313,116.287451,"12","23","60","0.8","17","14","1","7","NULL","21","3","24"
"1006_365","2014-12-31 12:00:00",1006,101,39.987313,116.287451,"6","22.9","17.3","0.3","37.5","8.2","0","-1","NULL","15","15.5","4"
"1007_274","2014-10-01 13:00:00",1007,105,39.982053,116.3974,"68","112","66","1.1","2","10","4","13","995","71","8.64","4"
"1007_275","2014-10-02 13:00:00",1007,105,39.982053,116.3974,"51","NULL","41","0.8","25","18","1","18","993","62","9","2"
"1007_276","2014-10-03 11:00:00",1007,105,39.982053,116.3974,"46","64","40","0.9","2","6","0","17","996","75","8.64","1"
"1007_277","2014-10-04 11:00:00",1007,105,39.982053,116.3974,"68","NULL","42","0.9","35","2","4","15","1000","83","2.52","23"
"1007_278","2014-10-05 11:00:00",1007,105,39.982053,116.3974,"10","25","16","0.2","56","2","1","20","1003","32","11.88","14"
"1007_280","2014-10-07 12:00:00",1007,105,39.982053,116.3974,"97","136","74","1","23","16","0","18","997","52","2.52","1"
"1007_281","2014-10-08 13:00:00",1007,105,39.982053,116.3974,"253","NULL","104","1.8","24","11","0","17","996","72","14.04","4"
"1007_282","2014-10-09 13:00:00",1007,105,39.982053,116.3974,"352","NULL","80","1.8","63","13","0","18","998","74","9.36","14"
"1007_283","2014-10-10 12:00:00",1007,105,39.982053,116.3974,"351","NULL","117","2.1","32","29","0","22","1000","60","8.64","13"
"1007_284","2014-10-11 12:00:00",1007,105,39.982053,116.3974,"258","NULL","NULL","NULL","NULL","NULL","1","19","997","74","18","1"
"1007_285","2014-10-12 11:00:00",1007,105,39.982053,116.3974,"6","NULL","NULL","NULL","NULL","NULL","1","16","1011","29","23.76","14"
"1007_286","2014-10-13 12:00:00",1007,105,39.982053,116.3974,"3","11","14","0.3","45","7","0","14","1006","22","16.2","4"
"1007_287","2014-10-14 13:00:00",1007,105,39.982053,116.3974,"43","79","80","0.6","24","8","0","21","994","25","12.6","23"
"1007_288","2014-10-15 11:00:00",1007,105,39.982053,116.3974,"20","149","16","0.2","54","5","0","21","988","21","14.76","24"
"1007_289","2014-10-16 11:00:00",1007,105,39.982053,116.3974,"30","38","50","0.5","24","11","0","20","996","20","11.52","23"
"1007_290","2014-10-17 12:00:00",1007,105,39.982053,116.3974,"93","171","108","1","17","21","0","23","992","29","7.56","3"
"1007_291","2014-10-18 13:00:00",1007,105,39.982053,116.3974,"146","210","124","1.1","66","18","0","23","993","35","10.44","1"
"1007_292","2014-10-19 13:00:00",1007,105,39.982053,116.3974,"232","242","102","1.5","40","29","1","20","991","59","22.32","3"
"1007_293","2014-10-20 12:00:00",1007,105,39.982053,116.3974,"243","NULL","73","1.3","61.1","9.9","0","16","1002","82","24.12","3"
"1007_294","2014-10-21 11:00:00",1007,105,39.982053,116.3974,"36","125","71","1.2","5","26","0","14","1006","29","10.08","3"
"1007_295","2014-10-22 13:00:00",1007,105,39.982053,116.3974,"94","201","106","1.5","2","16","0","11","1001","63","8.28","13"
"1007_296","2014-10-23 13:00:00",1007,105,39.982053,116.3974,"141","183","83","1.1","30","13","0","14","990","62","11.16","4"
"1007_297","2014-10-24 11:00:00",1007,105,39.982053,116.3974,"216","252","109","1.8","11","15","1","16","987","69","17.64","13"
"1007_298","2014-10-25 13:00:00",1007,105,39.982053,116.3974,"335","NULL","77","1.9","85","15","0","17","990","69","10.44","23"
"1007_299","2014-10-26 13:00:00",1007,105,39.982053,116.3974,"12","NULL","16","0.3","62","2","0","17","1006","15","24.84","1"
"1007_300","2014-10-27 12:00:00",1007,105,39.982053,116.3974,"46","92","72","1.1","15","26","0","13","1012","19","10.8","3"
"1007_301","2014-10-28 12:00:00",1007,105,39.982053,116.3974,"88","159","105","1.4","2","19","0","14","1002","41","10.08","3"
"1007_302","2014-10-29 11:00:00",1007,105,39.982053,116.3974,"103","146","87","1","4","15","1","16","1000","45","9","3"
"1007_303","2014-10-30 12:00:00",1007,105,39.982053,116.3974,"160","161","NULL","1.7","16","15","2","13","1002","61","14.76","4"
"1007_304","2014-10-31 11:00:00",1007,105,39.982053,116.3974,"110","113","95","2","8","16","2","14","1001","77","7.56","1"
"1007_305","2014-11-01 11:00:00",1007,105,39.982053,116.3974,"14","34","32","0.4","39","7","1","14","995","24","6.48","24"
"1007_306","2014-11-02 13:00:00",1007,105,39.982053,116.3974,"6","18","11","0.3","57","5","0","12","998","18","29.52","24"
"1007_307","2014-11-03 12:00:00",1007,105,39.982053,116.3974,"15","21","43","0.5","42","3","0","16","NULL","21","NULL","23"
"1007_308","2014-11-04 12:00:00",1007,105,39.982053,116.3974,"105","153.8","104","1.2","15.4","19.9","0","18","992","18","15.12","23"
"1007_309","2014-11-05 13:00:00",1007,105,39.982053,116.3974,"7","34","14","0.4","60","9","0","17","994","17","9.36","4"
"1007_310","2014-11-06 13:00:00",1007,105,39.982053,116.3974,"7","NULL","11","0.3","55","2","0","11","1010","19","23.4","14"
"1007_311","2014-11-07 12:00:00",1007,105,39.982053,116.3974,"53","82","68","1.5","2","27","0","8","1010","39","11.16","13"
"1007_312","2014-11-08 11:00:00",1007,105,39.982053,116.3974,"71","87.9","61.1","1.6","16.1","31.2","0","12","1003","37","6.12","3"
"1007_313","2014-11-09 11:00:00",1007,105,39.982053,116.3974,"42","NULL","61","0.9","15","13","0","15","1001","25","12.24","2"
"1007_314","2014-11-10 13:00:00",1007,105,39.982053,116.3974,"47","NULL","63","0.7","28","14","1","12","999","30","7.92","1"
"1007_315","2014-11-11 13:00:00",1007,105,39.982053,116.3974,"17","61","13","0.3","50","10","1","11","995","30","19.44","24"
"1007_316","2014-11-12 11:00:00",1007,105,39.982053,116.3974,"3","38","8","0.3","63","5","0","0","1001","12","18.72","24"
"1007_317","2014-11-13 13:00:00",1007,105,39.982053,116.3974,"19","24","43","0.6","39","5","0","7","999","14","13.32","24"
"1007_318","2014-11-14 12:00:00",1007,105,39.982053,116.3974,"27","31","45","0.6","29","20","0","7","1004","13","8.28","13"
"1007_319","2014-11-15 11:00:00",1007,105,39.982053,116.3974,"76","118","84","1.4","2","45","1","4","1006","24","6.12","13"
"1007_320","2014-11-16 13:00:00",1007,105,39.982053,116.3974,"10","30.3","17.6","0.5","48.7","8.3","0","8","1002","43","11.16","14"
"1007_321","2014-11-17 11:00:00",1007,105,39.982053,116.3974,"12","16","28","0.5","38","19","0","6","1007","23","5.04","14"
"1007_322","2014-11-18 11:00:00",1007,105,39.982053,116.3974,"46","65","74","1.1","2","29","0","8","1007","26","11.52","23"
"1007_323","2014-11-19 11:00:00",1007,105,39.982053,116.3974,"241","308","138","3.3","2","74","14","7","NULL","54","NULL","13"
"1007_324","2014-11-20 13:00:00",1007,105,39.982053,116.3974,"NULL","614","NULL","2.5","NULL","36","14","5","NULL","65","NULL","3"
"1007_325","2014-11-21 13:00:00",1007,105,39.982053,116.3974,"89","93","84","1.3","23","35","14","8","998","31","6.12","23"
"1007_326","2014-11-22 13:00:00",1007,105,39.982053,116.3974,"27","44","59","0.7","27","11","0","6","1006","27","3.24","23"
"1007_327","2014-11-23 13:00:00",1007,105,39.982053,116.3974,"104","131","98","1.6","2","35","2","6","NULL","71","NULL","1"
"1007_328","2014-11-24 13:00:00",1007,105,39.982053,116.3974,"20","NULL","37","0.6","36","7","0","4","1006","22","10.8","14"
"1007_329","2014-11-25 13:00:00",1007,105,39.982053,116.3974,"143","191","127","2.5","2","50","14","5","996","28","7.92","23"
"1007_330","2014-11-26 11:00:00",1007,105,39.982053,116.3974,"184","230","127","3","2","70","1","11","991","44","24.48","23"
"1007_331","2014-11-27 11:00:00",1007,105,39.982053,116.3974,"11","27","36","0.5","33","3","2","3","1005","22","14.4","14"
"1007_332","2014-11-28 13:00:00",1007,105,39.982053,116.3974,"69","137","82","1.3","19","24","1","3","998","21","6.84","13"
"1007_333","2014-11-29 13:00:00",1007,105,39.982053,116.3974,"267","362","118","3.6","2","31","14","7","995","33","7.56","13"
"1007_334","2014-11-30 12:00:00",1007,105,39.982053,116.3974,"18","47","17","0.4","51","9","1","3","996","31","11.88","24"
"1007_335","2014-12-01 12:00:00",1007,105,39.982053,116.3974,"12","NULL","11","0.4","46","9","0","-2","1005","15","23.04","24"
"1007_336","2014-12-02 11:00:00",1007,105,39.982053,116.3974,"28","46.2","57.7","1.1","7.2","21.2","0","-2","1002","18","9","23"
"1007_337","2014-12-03 12:00:00",1007,105,39.982053,116.3974,"8","29.7","12.8","0.4","49.8","10.4","0","-2","999","14","22.32","24"
"1007_338","2014-12-04 12:00:00",1007,105,39.982053,116.3974,"9","33","10","0.4","57","10","0","0","1001","22","20.16","24"
"1007_339","2014-12-05 12:00:00",1007,105,39.982053,116.3974,"11","16","21","0.6","49","13","0","3","1001","23","15.84","24"
"1007_340","2014-12-06 12:00:00",1007,105,39.982053,116.3974,"23","33","38","0.7","35","12","0","3","NULL","16","NULL","3"
"1007_341","2014-12-07 13:00:00",1007,105,39.982053,116.3974,"18","45","14","0.5","48","19","1","3","1004","38","3.6","23"
"1007_342","2014-12-08 12:00:00",1007,105,39.982053,116.3974,"36","59","66","1.1","11","34","0","0","1010","26","9","23"
"1007_343","2014-12-09 13:00:00",1007,105,39.982053,116.3974,"274","356","146","5.6","2","65","14","-4","NULL","67","NULL","14"
"1007_344","2014-12-10 12:00:00",1007,105,39.982053,116.3974,"58","367","16","0.6","47","16","0","4","999","23","24.12","24"
"1007_345","2014-12-11 11:00:00",1007,105,39.982053,116.3974,"19","NULL","27","0.6","38","20","0","3","1005","20","8.28","23"
"1007_346","2014-12-12 12:00:00",1007,105,39.982053,116.3974,"14","58","13","0.4","48","12","0","3","1001","19","20.52","24"
"1007_347","2014-12-13 12:00:00",1007,105,39.982053,116.3974,"32","97","51","0.9","23","22","0","NULL","1004","22","10.08","24"
"1007_348","2014-12-14 12:00:00",1007,105,39.982053,116.3974,"48","81","57","1.2","10","46","0","NULL","1006","34","4.68","13"
"1007_349","2014-12-15 12:00:00",1007,105,39.982053,116.3974,"8","45","2","0.3","54","5","0","2","1001","39","7.56","14"
"1007_350","2014-12-16 11:00:00",1007,105,39.982053,116.3974,"6","40","12","0.4","47","2","0","-2","1004","22","26.64","24"
"1008_274","2014-10-01 12:00:00",1008,101,39.954047,116.348991,"78","129.8","69.2","1.1","9.2","14.7","4","9","NULL","99","NULL","1"
"1008_275","2014-10-02 12:00:00",1008,101,39.954047,116.348991,"74","NULL","56.1","0.9","16.8","24","0","21","NULL","56","NULL","4"
"1008_276","2014-10-03 12:00:00",1008,101,39.954047,116.348991,"69","NULL","50.8","1.6","5.6","9","4","17","NULL","79","NULL","1"
"1008_277","2014-10-04 13:00:00",1008,101,39.954047,116.348991,"85","NULL","48.7","0.9","30.4","4.1","2","16","NULL","87","NULL","14"
"1008_278","2014-10-05 11:00:00",1008,101,39.954047,116.348991,"13","NULL","30.2","0.3","47.5","2","0","19","NULL","40","NULL","14"
"1008_279","2014-10-06 11:00:00",1008,101,39.954047,116.348991,"32","NULL","49.8","0.5","22.4","5.6","0","21","NULL","31","NULL","3"
